"Id","Name","Date","Difficulty","Perception","Source","Uri","Series","Solution","Found best solution","Review","Related Topics","Comment","","","","","","","","","","","","","","","",""
"","Minimum Swaps 2","08/05/2023","M","E","HackerRank","https://www.hackerrank.com/challenges/minimum-swaps-2/problem?isFullScreen=true&h_l=interview&playlist_slugs%5B%5D=interview-preparation-kit&playlist_slugs%5B%5D=arrays","Interview Prep","","","","","","","","","","","","","","","","","","","","",""
"","Arrays: Left Rotation","07/05/2023","E","E","HackerRank","https://www.hackerrank.com/challenges/ctci-array-left-rotation/problem?isFullScreen=true&h_l=interview&playlist_slugs%5B%5D=interview-preparation-kit&playlist_slugs%5B%5D=arrays","Interview Prep","","","","","","","","","","","","","","","","","","","","",""
"","Array Manipulation","08/05/2023","H","M","HackerRank","https://www.hackerrank.com/challenges/crush/problem?isFullScreen=true&h_l=interview&playlist_slugs%5B%5D=interview-preparation-kit&playlist_slugs%5B%5D=arrays","Interview Prep","","","","","","","","","","","","","","","","","","","","",""
"","Two Strings","08/05/2023","E","E","HackerRank","https://www.hackerrank.com/challenges/two-strings/problem?isFullScreen=true&h_l=interview&playlist_slugs%5B%5D=interview-preparation-kit&playlist_slugs%5B%5D=dictionaries-hashmaps","Interview Prep","","","","","","","","","","","","","","","","","","","","",""
"2466","Count Ways To Build Good Strings","13/05/2023","M","M","Leetcode","https://leetcode.com/problems/count-ways-to-build-good-strings/description/","May","https://github.com/Jumaruba/LeetCode/blob/master/2466.py","N","N","Dynamic Programming","","","","","","","","","","","","","","","","",""
"49","Group Anagram","13/05/2023","M","E","Leetcode","https://leetcode.com/problems/group-anagrams/description/","neetcode - 150","","","","","","","","","","","","","","","","","","","","",""
"347","Top K Frequent Elements","14/05/2023","M","M","Leetcode","https://leetcode.com/problems/top-k-frequent-elements/description/","neetcode - 150","","","","","","","","","","","","","","","","","","","","",""
"238","Product Array of Except Self","19/05/2023","M","E","Leetcode","https://leetcode.com/problems/product-of-array-except-self/","neetcode - 150","https://github.com/Jumaruba/LeetCode/blob/master/238.py","","","","","","","","","","","","","","","","","","","",""
"2369","Check if There is a Valid Partition For The Array","13/08/2023","M","M","Leetcode","https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/","August ","https://github.com/Jumaruba/LeetCode/blob/master/2369.py","","","","","","","","","","","","","","","","","","","",""
"215","Kth Largest Element in an Array","14/08/2023","M","M","Leetcode","https://leetcode.com/problems/kth-largest-element-in-an-array/","August ","https://github.com/Jumaruba/LeetCode/blob/master/215.py","","","","","","","","","","","","","","","","","","","",""
"1624","Largest Substring Between Two Equal Characters","31/12/2023","E","E","Leetcode","https://leetcode.com/problems/largest-substring-between-two-equal-characters/description/?envType=daily-question&envId=2023-12-31","December","https://github.com/Jumaruba/LeetCode/blob/master/1624.cs","Y","N","HashMap","","","","","","","","","","","","","","","","",""
"455","Assign Cookies","02/01/2024","E","E","Leetcode","https://leetcode.com/problems/assign-cookies/description/","January","https://github.com/Jumaruba/LeetCode/tree/master","Y","N","Sorting","","","","","","","","","","","","","","","","",""
"2125","Number of Laser Beams in a Bank","03/01/2024","M","E","Leetcode","https://leetcode.com/problems/number-of-laser-beams-in-a-bank/description/?envType=daily-question&envId=2024-01-03","January","https://github.com/Jumaruba/LeetCode/blob/master/2125.cs","","","","","","","","","","","","","","","","","","","",""
"2870","Minimum Number of Operations to Make Array Empty","04/01/2024","M","E","Leetcode","https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty/description/?envType=daily-question&envId=2024-01-04","January","https://github.com/Jumaruba/LeetCode/blob/master/2870.cs","N","N","Logic","","","","","","","","","","","","","","","","",""
"300","300. Longest Increasing Subsequence","05/01/2024","M","M","Leetcode","https://leetcode.com/problems/longest-increasing-subsequence/?envType=daily-question&envId=2024-01-05","January","https://github.com/Jumaruba/LeetCode/blob/master/300.cs","Y","Y","Dynamics Programming
Logic","","","","","","","","","","","","","","","","",""
"2970","Count the Number of Incremovable Subarrays I","06/01/2024","E","E","Leetcode","https://leetcode.com/contest/biweekly-contest-120/problems/count-the-number-of-incremovable-subarrays-i/","Biweekly Contest 120","https://github.com/Jumaruba/LeetCode/blob/master/2970.py","Y","N","Logic, Brute-Force","","","","","","","","","","","","","","","","",""
"2971","Find Polygon With the Largest Perimeter","06/01/2024","M","M","Leetcode","https://leetcode.com/contest/biweekly-contest-120/problems/find-polygon-with-the-largest-perimeter/","Biweekly Contest 120","https://github.com/Jumaruba/LeetCode/blob/master/2971.cs","Y","N","Logic ","","","","","","","","","","","","","","","","",""
"2956","Find Common Elements Between Two Arrays","06/01/2024","E","E","Leetcode","https://leetcode.com/contest/biweekly-contest-119/problems/find-common-elements-between-two-arrays/","Biweekly Contest 119","","","","Logic","","","","","","","","","","","","","","","","",""
"2942","Find Words Containing Character","06/01/2024","E","E","Leetcode","https://leetcode.com/contest/biweekly-contest-118/problems/find-words-containing-character/","Biweekly Contest 118","","","","Logic","","","","","","","","","","","","","","","","",""
"1161","Maximum Level Sum of a Binary Tree","06/01/2024","M","E","Leetcode","https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/description/?envType=study-plan-v2&envId=leetcode-75","Leetcode 75","","","","BFS","","","","","","","","","","","","","","","","",""
"938","Range Sum of BST","08/01/2024","E","E","Leetcode","https://leetcode.com/problems/range-sum-of-bst/description/?envType=daily-question&envId=2024-01-08","January","https://github.com/Jumaruba/LeetCode/blob/master/938.cs","Y","N","BFS/DFS","","","","","","","","","","","","","","","","",""
"1704","Determine if String Halves Are Alike","12/01/2024","E","E","Leetcode","https://leetcode.com/problems/determine-if-string-halves-are-alike/description/?envType=daily-question&envId=2024-01-12","January","","Y","N","Logic","","","","","","","","","","","","","","","","",""
